id,brand_id,category,retailer_id,region,date_start,date_end,note_type,note_text,org_id
23,87,Confectionery,1,North America,2025-12-21,2025-12-28,distribution_gap,Pure Sweets is running 40 pts below the Confectionery category average ACV in North America — worst at FreshMart (22% vs 62% category avg).,1
24,42,Packaged Foods,71,India - Tier 2/3,2025-12-21,2025-12-28,distribution_gap,Urban Kitchen is running 40 pts below the Packaged Foods category average ACV in India - Tier 2/3 — worst at UrbanPantry (Tier 2/3) (22% vs 62% category avg).,1
25,9,Salty Snacks,96,Gulf - UAE,2025-12-21,2025-12-28,distribution_gap,Spring Crisps is running 40 pts below the Salty Snacks category average ACV in Gulf - UAE — worst at UrbanPantry (UAE) (22% vs 63% category avg).,1
26,71,Dairy,7,North America,2025-12-21,2025-12-28,distribution_gap,Golden Farms is running 40 pts below the Dairy category average ACV in North America — worst at UrbanPantry (20% vs 61% category avg).,1
27,62,Home Care,12,North America,2025-12-21,2025-12-28,distribution_gap,Royal Household is running 40 pts below the Home Care category average ACV in North America — worst at MetroBazaar #2 (21% vs 62% category avg).,1
28,14,Sparkling Water,7,North America,2025-12-21,2025-12-28,distribution_gap,Golden Bubbles is running 40 pts below the Sparkling Water category average ACV in North America — worst at UrbanPantry (23% vs 63% category avg).,1
29,96,Breakfast & Cereal,83,India - Tier 2/3,2025-12-21,2025-12-28,distribution_gap,Meadow Breakfast Co is running 40 pts below the Breakfast & Cereal category average ACV in India - Tier 2/3 — worst at Neighborhood Wholesale #2 (Tier 2/3) (24% vs 64% category avg).,1
30,75,Dairy,111,Gulf - UAE,2025-12-21,2025-12-28,distribution_gap,Vivid Dairy is running 40 pts below the Dairy category average ACV in Gulf - UAE — worst at Community Retail Co-op (UAE) (24% vs 64% category avg).,1
31,7,Salty Snacks,98,Gulf - UAE,2025-12-21,2025-12-28,distribution_gap,Urban Bites is running 40 pts below the Salty Snacks category average ACV in Gulf - UAE — worst at BulkBasket Club (UAE) (23% vs 63% category avg).,1
32,103,Baby Care,65,India - Tier 2/3,2025-12-21,2025-12-28,distribution_gap,Coastal Baby Essentials is running 40 pts below the Baby Care category average ACV in India - Tier 2/3 — worst at FreshMart (Tier 2/3) (22% vs 62% category avg).,1
33,93,Breakfast & Cereal,166,SEA - Philippines,2025-12-21,2025-12-28,distribution_gap,Urban Mornings is running 40 pts below the Breakfast & Cereal category average ACV in SEA - Philippines — worst at DailyBasket (Philippines) (22% vs 62% category avg).,1
34,66,Home Care,186,SEA - Indonesia,2025-12-21,2025-12-28,distribution_gap,Golden Household is running 40 pts below the Home Care category average ACV in SEA - Indonesia — worst at SunriseMart (Indonesia) (24% vs 64% category avg).,1
35,99,Breakfast & Cereal,143,SEA - Malaysia,2025-12-21,2025-12-28,distribution_gap,Fresh Cereal Co is running 39 pts below the Breakfast & Cereal category average ACV in SEA - Malaysia — worst at MetroBazaar (Malaysia) (23% vs 63% category avg).,1
36,46,Beverages,2,North America,2025-12-21,2025-12-28,distribution_gap,Fresh Refresh is running 39 pts below the Beverages category average ACV in North America — worst at MetroBazaar (24% vs 63% category avg).,1
37,18,Sparkling Water,29,North America,2025-12-21,2025-12-28,distribution_gap,Royal Fizz is running 39 pts below the Sparkling Water category average ACV in North America — worst at QuickStop #2 (24% vs 63% category avg).,1
38,105,Baby Care,196,SEA - Indonesia,2025-12-21,2025-12-28,distribution_gap,Silver Baby Essentials is running 39 pts below the Baby Care category average ACV in SEA - Indonesia — worst at Corner Store Network (Indonesia) (20% vs 60% category avg).,1
39,29,Personal Care,40,India - Metro,2025-12-21,2025-12-28,distribution_gap,Golden Essentials is running 39 pts below the Personal Care category average ACV in India - Metro — worst at DailyBasket (Metro) (23% vs 63% category avg).,1
40,34,Packaged Foods,147,SEA - Malaysia,2025-12-21,2025-12-28,distribution_gap,Bold Kitchen is running 39 pts below the Packaged Foods category average ACV in SEA - Malaysia — worst at SunriseMart (Malaysia) (23% vs 62% category avg).,1
41,83,Confectionery,87,India - Tier 2/3,2025-12-21,2025-12-28,distribution_gap,Fresh Treats is running 39 pts below the Confectionery category average ACV in India - Tier 2/3 — worst at MarketLink GT #2 (Tier 2/3) (23% vs 62% category avg).,1
42,67,Dairy,189,SEA - Indonesia,2025-12-21,2025-12-28,distribution_gap,Golden Milk Co is running 39 pts below the Dairy category average ACV in SEA - Indonesia — worst at DashKart (Indonesia) (24% vs 63% category avg).,1
43,50,Beverages,163,SEA - Philippines,2025-12-21,2025-12-28,distribution_gap,Crunch Drinks is running 39 pts below the Beverages category average ACV in SEA - Philippines — worst at MetroBazaar (Philippines) (25% vs 65% category avg).,1
44,78,Confectionery,37,India - Metro,2025-12-21,2025-12-28,distribution_gap,Prime Confections is running 39 pts below the Confectionery category average ACV in India - Metro — worst at MetroBazaar (Metro) (24% vs 63% category avg).,1
45,85,Confectionery,69,India - Tier 2/3,2025-12-21,2025-12-28,distribution_gap,Heritage Treats is running 39 pts below the Confectionery category average ACV in India - Tier 2/3 — worst at DailyBasket (Tier 2/3) (23% vs 62% category avg).,1
46,102,Baby Care,82,India - Tier 2/3,2025-12-21,2025-12-28,distribution_gap,Coastal Little Ones is running 39 pts below the Baby Care category average ACV in India - Tier 2/3 — worst at ValueTrade GT #2 (Tier 2/3) (23% vs 62% category avg).,1
47,76,Dairy,65,India - Tier 2/3,2025-12-21,2025-12-28,distribution_gap,Royal Farms is running 39 pts below the Dairy category average ACV in India - Tier 2/3 — worst at FreshMart (Tier 2/3) (24% vs 63% category avg).,1
48,59,Home Care,37,India - Metro,2025-12-21,2025-12-28,distribution_gap,Pure Shine is running 39 pts below the Home Care category average ACV in India - Metro — worst at MetroBazaar (Metro) (22% vs 61% category avg).,1
49,43,Packaged Foods,63,India - Metro,2025-12-21,2025-12-28,distribution_gap,Coastal Table is running 39 pts below the Packaged Foods category average ACV in India - Metro — worst at MarketLink GT (Metro) (23% vs 62% category avg).,1
50,58,Home Care,193,SEA - Indonesia,2025-12-21,2025-12-28,distribution_gap,Coastal Clean is running 39 pts below the Home Care category average ACV in SEA - Indonesia — worst at Local Trade Collective (Indonesia) (25% vs 64% category avg).,1
51,88,Confectionery,105,Gulf - UAE,2025-12-21,2025-12-28,distribution_gap,Pure Treats is running 39 pts below the Confectionery category average ACV in Gulf - UAE — worst at FlashCart (UAE) (23% vs 62% category avg).,1
52,97,Breakfast & Cereal,151,SEA - Malaysia,2025-12-21,2025-12-28,distribution_gap,Royal Breakfast Co is running 39 pts below the Breakfast & Cereal category average ACV in SEA - Malaysia — worst at SwiftBasket (Malaysia) (24% vs 63% category avg).,1
53,39,Packaged Foods,147,SEA - Malaysia,2025-12-21,2025-12-28,distribution_gap,Blue Kitchen is running 39 pts below the Packaged Foods category average ACV in SEA - Malaysia — worst at SunriseMart (Malaysia) (24% vs 62% category avg).,1
54,88,Confectionery,194,SEA - Indonesia,2025-12-21,2025-12-28,distribution_gap,Pure Treats is running 39 pts below the Confectionery category average ACV in SEA - Indonesia — worst at ValueTrade GT (Indonesia) (23% vs 62% category avg).,1
55,43,Packaged Foods,75,India - Tier 2/3,2025-12-21,2025-12-28,distribution_gap,Coastal Table is running 38 pts below the Packaged Foods category average ACV in India - Tier 2/3 — worst at Neighborhood Wholesale (Tier 2/3) (24% vs 62% category avg).,1
56,36,Packaged Foods,87,India - Tier 2/3,2025-12-21,2025-12-28,distribution_gap,Cloud Table is running 38 pts below the Packaged Foods category average ACV in India - Tier 2/3 — worst at MarketLink GT #2 (Tier 2/3) (24% vs 62% category avg).,1
57,107,Baby Care,188,SEA - Indonesia,2025-12-21,2025-12-28,distribution_gap,Spring Tiny Care is running 38 pts below the Baby Care category average ACV in SEA - Indonesia — worst at ZipCart (Indonesia) (21% vs 60% category avg).,1
58,64,Home Care,5,North America,2025-12-21,2025-12-28,distribution_gap,Blue Shine is running 38 pts below the Home Care category average ACV in North America — worst at DailyBasket (23% vs 62% category avg).,1
59,50,Beverages,190,SEA - Indonesia,2025-12-21,2025-12-28,distribution_gap,Crunch Drinks is running 38 pts below the Beverages category average ACV in SEA - Indonesia — worst at SwiftBasket (Indonesia) (22% vs 61% category avg).,1
60,13,Sparkling Water,148,SEA - Malaysia,2025-12-21,2025-12-28,distribution_gap,Urban Bubbles is running 38 pts below the Sparkling Water category average ACV in SEA - Malaysia — worst at QuickDash (Malaysia) (23% vs 62% category avg).,1
61,5,Salty Snacks,141,Gulf - Qatar,2025-12-21,2025-12-28,distribution_gap,Urban Crisps is running 38 pts below the Salty Snacks category average ACV in Gulf - Qatar — worst at Community Retail Co-op (Qatar) (23% vs 61% category avg).,1
62,51,Beverages,143,SEA - Malaysia,2025-12-21,2025-12-28,distribution_gap,Coastal Drinks is running 38 pts below the Beverages category average ACV in SEA - Malaysia — worst at MetroBazaar (Malaysia) (24% vs 62% category avg).,1
63,91,Breakfast & Cereal,151,SEA - Malaysia,2025-12-21,2025-12-28,distribution_gap,Coastal Cereal Co is running 38 pts below the Breakfast & Cereal category average ACV in SEA - Malaysia — worst at SwiftBasket (Malaysia) (24% vs 63% category avg).,1
64,98,Breakfast & Cereal,87,India - Tier 2/3,2025-12-21,2025-12-28,distribution_gap,Coastal Mornings is running 38 pts below the Breakfast & Cereal category average ACV in India - Tier 2/3 — worst at MarketLink GT #2 (Tier 2/3) (26% vs 64% category avg).,1
65,106,Baby Care,117,Gulf - Saudi,2025-12-21,2025-12-28,distribution_gap,Vivid Little Ones is running 38 pts below the Baby Care category average ACV in Gulf - Saudi — worst at SunriseMart (Saudi) (27% vs 65% category avg).,1
66,90,Breakfast & Cereal,144,SEA - Malaysia,2025-12-21,2025-12-28,distribution_gap,Prime Grains is running 38 pts below the Breakfast & Cereal category average ACV in SEA - Malaysia — worst at GreenAisle (Malaysia) (25% vs 63% category avg).,1
67,73,Dairy,194,SEA - Indonesia,2025-12-21,2025-12-28,distribution_gap,Blue Milk Co is running 38 pts below the Dairy category average ACV in SEA - Indonesia — worst at ValueTrade GT (Indonesia) (25% vs 63% category avg).,1
68,28,Personal Care,143,SEA - Malaysia,2025-12-21,2025-12-28,distribution_gap,Spring Skin is running 38 pts below the Personal Care category average ACV in SEA - Malaysia — worst at MetroBazaar (Malaysia) (24% vs 61% category avg).,1
69,15,Sparkling Water,116,Gulf - Saudi,2025-12-21,2025-12-28,distribution_gap,Blue Springs is running 38 pts below the Sparkling Water category average ACV in Gulf - Saudi — worst at DailyBasket (Saudi) (25% vs 63% category avg).,1
70,35,Packaged Foods,13,North America,2025-12-21,2025-12-28,distribution_gap,Silver Table is running 38 pts below the Packaged Foods category average ACV in North America — worst at GreenAisle #2 (25% vs 62% category avg).,1
71,110,Baby Care,9,North America,2025-12-21,2025-12-28,distribution_gap,Meadow Tiny Care is running 38 pts below the Baby Care category average ACV in North America — worst at CityMart (25% vs 63% category avg).,1
72,51,Beverages,17,North America,2025-12-21,2025-12-28,distribution_gap,Coastal Drinks is running 38 pts below the Beverages category average ACV in North America — worst at MegaValue Club (25% vs 63% category avg).,1
73,33,Personal Care,83,India - Tier 2/3,2025-12-21,2025-12-28,distribution_gap,Cloud Glow is running 38 pts below the Personal Care category average ACV in India - Tier 2/3 — worst at Neighborhood Wholesale #2 (Tier 2/3) (25% vs 63% category avg).,1
74,34,Packaged Foods,192,SEA - Indonesia,2025-12-21,2025-12-28,distribution_gap,Bold Kitchen is running 38 pts below the Packaged Foods category average ACV in SEA - Indonesia — worst at FlashCart (Indonesia) (27% vs 65% category avg).,1
75,17,Sparkling Water,46,India - Metro,2025-12-21,2025-12-28,distribution_gap,Nomad Bubbles is running 38 pts below the Sparkling Water category average ACV in India - Metro — worst at QuickDash (Metro) (24% vs 62% category avg).,1
76,18,Sparkling Water,113,Gulf - Saudi,2025-12-21,2025-12-28,distribution_gap,Royal Fizz is running 38 pts below the Sparkling Water category average ACV in Gulf - Saudi — worst at MetroBazaar (Saudi) (26% vs 63% category avg).,1
77,49,Beverages,84,India - Tier 2/3,2025-12-21,2025-12-28,distribution_gap,Meadow Beverages is running 38 pts below the Beverages category average ACV in India - Tier 2/3 — worst at Corner Store Network #2 (Tier 2/3) (25% vs 63% category avg).,1
78,81,Confectionery,137,Gulf - Qatar,2025-12-21,2025-12-28,distribution_gap,Prime Candy Co is running 38 pts below the Confectionery category average ACV in Gulf - Qatar — worst at Local Trade Collective (Qatar) (23% vs 61% category avg).,1
79,74,Dairy,73,India - Tier 2/3,2025-12-21,2025-12-28,distribution_gap,Sunrise Milk Co is running 38 pts below the Dairy category average ACV in India - Tier 2/3 — worst at Local Trade Collective (Tier 2/3) (25% vs 63% category avg).,1
80,71,Dairy,178,SEA - Philippines,2025-12-21,2025-12-28,distribution_gap,Golden Farms is running 37 pts below the Dairy category average ACV in SEA - Philippines — worst at Bazaar Wholesale (Philippines) (24% vs 61% category avg).,1
81,93,Breakfast & Cereal,110,Gulf - UAE,2025-12-21,2025-12-28,distribution_gap,Urban Mornings is running 37 pts below the Breakfast & Cereal category average ACV in Gulf - UAE — worst at Corner Store Network (UAE) (26% vs 63% category avg).,1
82,24,Personal Care,110,Gulf - UAE,2025-12-21,2025-12-28,distribution_gap,Spring Care is running 37 pts below the Personal Care category average ACV in Gulf - UAE — worst at Corner Store Network (UAE) (26% vs 63% category avg).,1
83,6,Salty Snacks,14,North America,2025-12-21,2025-12-28,distribution_gap,Coastal Bites is running 37 pts below the Salty Snacks category average ACV in North America — worst at SaverClub (24% vs 61% category avg).,1
84,94,Breakfast & Cereal,185,SEA - Indonesia,2025-12-21,2025-12-28,distribution_gap,Crunch Cereal Co is running 37 pts below the Breakfast & Cereal category average ACV in SEA - Indonesia — worst at DailyBasket (Indonesia) (24% vs 61% category avg).,1
85,8,Salty Snacks,75,India - Tier 2/3,2025-12-21,2025-12-28,distribution_gap,Meadow Crisps is running 37 pts below the Salty Snacks category average ACV in India - Tier 2/3 — worst at Neighborhood Wholesale (Tier 2/3) (26% vs 63% category avg).,1
86,28,Personal Care,6,North America,2025-12-21,2025-12-28,distribution_gap,Spring Skin is running 37 pts below the Personal Care category average ACV in North America — worst at SunriseMart (26% vs 63% category avg).,1
87,48,Beverages,133,Gulf - Qatar,2025-12-21,2025-12-28,distribution_gap,Silver Beverages is running 37 pts below the Beverages category average ACV in Gulf - Qatar — worst at ZipCart (Qatar) (25% vs 62% category avg).,1
88,70,Dairy,88,India - Tier 2/3,2025-12-21,2025-12-28,distribution_gap,Vivid Milk Co is running 37 pts below the Dairy category average ACV in India - Tier 2/3 — worst at Sundry Traders Network #2 (Tier 2/3) (26% vs 63% category avg).,1
89,90,Breakfast & Cereal,102,Gulf - UAE,2025-12-21,2025-12-28,distribution_gap,Prime Grains is running 37 pts below the Breakfast & Cereal category average ACV in Gulf - UAE — worst at DashKart (UAE) (27% vs 63% category avg).,1
90,69,Dairy,147,SEA - Malaysia,2025-12-21,2025-12-28,distribution_gap,Everyday Milk Co is running 37 pts below the Dairy category average ACV in SEA - Malaysia — worst at SunriseMart (Malaysia) (28% vs 65% category avg).,1
91,53,Beverages,127,Gulf - Qatar,2025-12-21,2025-12-28,distribution_gap,Cloud Sip is running 37 pts below the Beverages category average ACV in Gulf - Qatar — worst at FreshMart (Qatar) (26% vs 62% category avg).,1
92,95,Breakfast & Cereal,118,Gulf - Saudi,2025-12-21,2025-12-28,distribution_gap,Cloud Mornings is running 37 pts below the Breakfast & Cereal category average ACV in Gulf - Saudi — worst at Local Trade Collective (Saudi) (23% vs 59% category avg).,1
93,84,Confectionery,181,SEA - Indonesia,2025-12-21,2025-12-28,distribution_gap,Everyday Treats is running 37 pts below the Confectionery category average ACV in SEA - Indonesia — worst at FreshMart (Indonesia) (25% vs 62% category avg).,1
94,79,Confectionery,73,India - Tier 2/3,2025-12-21,2025-12-28,distribution_gap,Coastal Candy Co is running 37 pts below the Confectionery category average ACV in India - Tier 2/3 — worst at Local Trade Collective (Tier 2/3) (26% vs 62% category avg).,1
95,24,Personal Care,128,Gulf - Qatar,2025-12-21,2025-12-28,distribution_gap,Spring Care is running 36 pts below the Personal Care category average ACV in Gulf - Qatar — worst at MetroBazaar (Qatar) (25% vs 62% category avg).,1
96,13,Sparkling Water,171,SEA - Philippines,2025-12-21,2025-12-28,distribution_gap,Urban Bubbles is running 36 pts below the Sparkling Water category average ACV in SEA - Philippines — worst at SwiftBasket (Philippines) (28% vs 65% category avg).,1
97,11,Salty Snacks,76,India - Tier 2/3,2025-12-21,2025-12-28,distribution_gap,Silver Snacks is running 36 pts below the Salty Snacks category average ACV in India - Tier 2/3 — worst at Corner Store Network (Tier 2/3) (27% vs 63% category avg).,1
98,82,Confectionery,10,North America,2025-12-21,2025-12-28,distribution_gap,Meadow Treats is running 36 pts below the Confectionery category average ACV in North America — worst at HomeFresh (26% vs 62% category avg).,1
99,1,Salty Snacks,86,India - Tier 2/3,2025-12-21,2025-12-28,distribution_gap,True Snacks is running 36 pts below the Salty Snacks category average ACV in India - Tier 2/3 — worst at Bazaar Wholesale #2 (Tier 2/3) (27% vs 63% category avg).,1
100,12,Sparkling Water,70,India - Tier 2/3,2025-12-21,2025-12-28,distribution_gap,True Water Co is running 36 pts below the Sparkling Water category average ACV in India - Tier 2/3 — worst at SunriseMart (Tier 2/3) (27% vs 63% category avg).,1
101,72,Dairy,65,India - Tier 2/3,2025-12-21,2025-12-28,distribution_gap,Nomad Milk Co is running 36 pts below the Dairy category average ACV in India - Tier 2/3 — worst at FreshMart (Tier 2/3) (26% vs 63% category avg).,1
102,80,Confectionery,81,India - Tier 2/3,2025-12-21,2025-12-28,distribution_gap,Nomad Candy Co is running 36 pts below the Confectionery category average ACV in India - Tier 2/3 — worst at Local Trade Collective #2 (Tier 2/3) (26% vs 62% category avg).,1
103,78,Confectionery,181,SEA - Indonesia,2025-12-21,2025-12-28,distribution_gap,Prime Confections is running 36 pts below the Confectionery category average ACV in SEA - Indonesia — worst at FreshMart (Indonesia) (26% vs 62% category avg).,1
104,75,Dairy,73,India - Tier 2/3,2025-12-21,2025-12-28,distribution_gap,Vivid Dairy is running 36 pts below the Dairy category average ACV in India - Tier 2/3 — worst at Local Trade Collective (Tier 2/3) (27% vs 63% category avg).,1
105,52,Beverages,129,Gulf - Qatar,2025-12-21,2025-12-28,distribution_gap,Spring Sip is running 36 pts below the Beverages category average ACV in Gulf - Qatar — worst at GreenAisle (Qatar) (26% vs 62% category avg).,1
106,26,Personal Care,70,India - Tier 2/3,2025-12-21,2025-12-28,distribution_gap,Prime Care is running 36 pts below the Personal Care category average ACV in India - Tier 2/3 — worst at SunriseMart (Tier 2/3) (27% vs 63% category avg).,1
107,45,Beverages,121,Gulf - Saudi,2025-12-21,2025-12-28,distribution_gap,Pure Drinks is running 36 pts below the Beverages category average ACV in Gulf - Saudi — worst at Corner Store Network (Saudi) (27% vs 63% category avg).,1
108,30,Personal Care,9,North America,2025-12-21,2025-12-28,distribution_gap,Cloud Essentials is running 36 pts below the Personal Care category average ACV in North America — worst at CityMart (28% vs 63% category avg).,1
109,35,Packaged Foods,82,India - Tier 2/3,2025-12-21,2025-12-28,distribution_gap,Silver Table is running 36 pts below the Packaged Foods category average ACV in India - Tier 2/3 — worst at ValueTrade GT #2 (Tier 2/3) (26% vs 62% category avg).,1
110,58,Home Care,94,Gulf - UAE,2025-12-21,2025-12-28,distribution_gap,Coastal Clean is running 36 pts below the Home Care category average ACV in Gulf - UAE — worst at DailyBasket (UAE) (26% vs 61% category avg).,1
111,31,Personal Care,118,Gulf - Saudi,2025-12-21,2025-12-28,distribution_gap,Everyday Glow is running 36 pts below the Personal Care category average ACV in Gulf - Saudi — worst at Local Trade Collective (Saudi) (24% vs 60% category avg).,1
112,16,Sparkling Water,172,SEA - Philippines,2025-12-21,2025-12-28,distribution_gap,Sunrise Water Co is running 36 pts below the Sparkling Water category average ACV in SEA - Philippines — worst at HopMart (Philippines) (29% vs 65% category avg).,1
113,4,Salty Snacks,148,SEA - Malaysia,2025-12-21,2025-12-28,distribution_gap,Blue Bites is running 36 pts below the Salty Snacks category average ACV in SEA - Malaysia — worst at QuickDash (Malaysia) (25% vs 60% category avg).,1
114,66,Home Care,87,India - Tier 2/3,2025-12-21,2025-12-28,distribution_gap,Golden Household is running 36 pts below the Home Care category average ACV in India - Tier 2/3 — worst at MarketLink GT #2 (Tier 2/3) (27% vs 63% category avg).,1
115,62,Home Care,114,Gulf - Saudi,2025-12-21,2025-12-28,distribution_gap,Royal Household is running 36 pts below the Home Care category average ACV in Gulf - Saudi — worst at GreenAisle (Saudi) (28% vs 63% category avg).,1
116,80,Confectionery,29,North America,2025-12-21,2025-12-28,distribution_gap,Nomad Candy Co is running 36 pts below the Confectionery category average ACV in North America — worst at QuickStop #2 (26% vs 62% category avg).,1
117,73,Dairy,2,North America,2025-12-21,2025-12-28,distribution_gap,Blue Milk Co is running 36 pts below the Dairy category average ACV in North America — worst at MetroBazaar (25% vs 61% category avg).,1
118,92,Breakfast & Cereal,173,SEA - Philippines,2025-12-21,2025-12-28,distribution_gap,Cloud Grains is running 36 pts below the Breakfast & Cereal category average ACV in SEA - Philippines — worst at Local Trade Collective (Philippines) (26% vs 62% category avg).,1
119,44,Packaged Foods,107,Gulf - UAE,2025-12-21,2025-12-28,distribution_gap,Spring Pantry is running 35 pts below the Packaged Foods category average ACV in Gulf - UAE — worst at Local Trade Collective (UAE) (28% vs 63% category avg).,1
120,38,Packaged Foods,119,Gulf - Saudi,2025-12-21,2025-12-28,distribution_gap,Urban Pantry is running 35 pts below the Packaged Foods category average ACV in Gulf - Saudi — worst at ValueTrade GT (Saudi) (26% vs 61% category avg).,1
121,25,Personal Care,149,SEA - Malaysia,2025-12-21,2025-12-28,distribution_gap,Royal Skin is running 35 pts below the Personal Care category average ACV in SEA - Malaysia — worst at ZipCart (Malaysia) (26% vs 61% category avg).,1
122,21,Sparkling Water,145,SEA - Malaysia,2025-12-21,2025-12-28,distribution_gap,Golden Fizz is running 35 pts below the Sparkling Water category average ACV in SEA - Malaysia — worst at PrimeGrocer (Malaysia) (26% vs 62% category avg).,1
123,65,Home Care,5,North America,2025-12-21,2025-12-28,distribution_gap,Urban Clean is running 35 pts below the Home Care category average ACV in North America — worst at DailyBasket (26% vs 62% category avg).,1
124,37,Packaged Foods,122,Gulf - Saudi,2025-12-21,2025-12-28,distribution_gap,Heritage Kitchen is running 35 pts below the Packaged Foods category average ACV in Gulf - Saudi — worst at Community Retail Co-op (Saudi) (26% vs 61% category avg).,1
125,22,Sparkling Water,124,Gulf - Saudi,2025-12-21,2025-12-28,distribution_gap,Crunch Fizz is running 35 pts below the Sparkling Water category average ACV in Gulf - Saudi — worst at MarketLink GT (Saudi) (28% vs 63% category avg).,1
